,Song Name,Mean Streams,Total Streams,Stream Count,Mean Duration,Total Duration,First Quarter,Last Quarter
2314,Amis d'enfance,279332.0,1117328,4,207094.0,828376,2021Q4,2021Q4
2315,Amnesia,233323.80838323353,77930152,334,197341.7874251497,65912157,2018Q4,2018Q4
2316,Amnezia,61547.642857142855,3446668,56,181714.0,10175984,2020Q4,2021Q1
2317,Amnésia,315511.85,6310237,20,132030.0,2640600,2015Q4,2016Q1
2318,Amnésie,154592.85714285713,10821500,70,213653.0,14955710,2018Q4,2016Q4
2319,Amo Ma Chi T Sap (feat. MV Killa & Guè),448210.05555555556,8067781,18,209933.0,3778794,2019Q4,2019Q4
2320,Amor,280627.0,841881,3,182500.0,547500,2019Q4,2019Q4
2321,Amor (Ft. Mon Laferte) - MTV Unplugged,171228.91689008044,63868386,373,312512.0,116566976,2018Q4,2020Q3
2322,Amor A Primera Vista,296113.4559748428,282492237,954,221346.0,211164084,2019Q3,2020Q3
2323,Amor Amor (feat. Cledos),48060.5,384484,8,208334.0,1666672,2018Q3,2018Q3
2324,Amor Bonito,5525.205882352941,187857,34,261714.0,8898276,2017Q4,2017Q4
2325,Amor Completo,139018.30476190476,14596922,105,241880.0,25397400,2017Q4,2016Q4
2326,Amor Con Hielo,74549.34054054054,13791628,185,203960.0,37732600,2017Q4,2017Q4
2327,Amor Da Sua Cama,787898.5196078431,80365649,102,188309.0,19207518,2018Q4,2017Q4
2328,Amor De Bandidos,13709.515151515152,452414,33,251007.0,8283231,2021Q3,2021Q4
2329,Amor De Hoje,9629.857142857143,67409,7,279248.0,1954736,2015Q1,2015Q3
2330,Amor Del Bueno,294139.3134328358,19707334,67,193386.0,12956862,2016Q4,2016Q4
2331,Amor Enterrado,16812.291666666668,1210485,72,240880.0,17343360,2019Q3,2020Q1
2332,Amor Eterno - En Vivo [En el Palacio de Bellas Artes],75746.375,1817913,24,422826.0,10147824,2016Q3,2016Q3
2333,Amor Falsificado,837762.0,3351048,4,206804.0,827216,2021Q4,2021Q4
2334,Amor Falso,745782.9746835442,58916855,79,177594.74683544305,14029985,2018Q4,2018Q4
2335,Amor Fugaz,560664.5583333333,67279747,120,175124.0,21014880,2021Q3,2021Q4
2336,Amor Genuino,31218.38611111111,11238619,360,179936.0,64776960,2019Q3,2020Q1
2337,Amor Mal Resolvido - Ao Vivo,203528.8656716418,13636434,67,198395.0,13292465,2016Q4,2016Q4
2338,Amor Ordinario,859557.0,1719114,2,190360.0,380720,2021Q1,2021Q1
2339,Amor Planetario,81659.0,326636,4,250293.0,1001172,2015Q4,2015Q4
2340,Amor Platonico,38397.364102564105,7487486,195,187271.0,36517845,2019Q4,2020Q3
2341,Amor Prohibido,105858.58139534884,13655757,129,211970.2093023256,27344157,2021Q3,2020Q3
2342,Amor Provisório - Ao Vivo,507079.8378378378,18761954,37,171523.0,6346351,2018Q4,2018Q4
2343,Amor Se Escribe Con Llanto,25180.5,1863357,74,190560.0,14101440,2019Q4,2020Q3
2344,Amor Secreto,31196.4,311964,10,184920.0,1849200,2021Q4,2021Q4
2345,Amor Tumbado,767824.84,95978105,125,221553.0,27694125,2020Q1,2020Q3
2346,Amor Tóxico,200906.8,99448866,495,130759.0,64725705,2020Q4,2020Q3
2347,Amor a Primera Vista,119466.40909090909,5256522,44,215344.0,9475136,2020Q4,2021Q1
2348,Amor da Despedida,2524299.8604651163,108544894,43,169773.0,7300239,2021Q3,2021Q1
2349,Amor de Balada,687282.0,5498256,8,182769.0,1462152,2020Q4,2020Q4
2350,Amor de Condones,13248.0,52992,4,164680.0,658720,2021Q4,2021Q4
2351,Amor de Fim de Noite,802180.176923077,104283423,130,221142.0,28748460,2019Q4,2020Q3
2352,Amor de Fone - Ao Vivo,818412.0,5728884,7,160665.0,1124655,2021Q4,2021Q4
2353,Amor de Interior,192188.0,768752,4,242463.0,969852,2016Q4,2016Q4
2354,Amor de Que,1504327.3076923077,78225020,52,157928.0,8212256,2019Q4,2020Q3
2355,Amor de Rapariga,664166.9333333333,19925008,30,168658.0,5059740,2020Q4,2021Q1
2356,Amor de Verdade,336456.898245614,95890216,285,197333.0,56239905,2018Q4,2018Q4
2357,Amor del Bueno,157063.52115384614,81673031,520,242026.0,125853520,2019Q3,2020Q3
2358,Amor e Fé - Acústico,1860761.3,167468517,90,322736.0,29046240,2021Q3,2020Q3
2359,Amor en Coma,39678.11578947368,3769421,95,199881.0,18988695,2021Q3,2021Q4
2360,Amor ou o Litrão,2597935.4242424243,171463738,66,173913.0,11478258,2020Q4,2021Q1
2361,Amor ou o Litrão - Brega Funk,868634.25,6949074,8,170000.0,1360000,2021Q1,2021Q1
2362,Amor para un Rato,110610.42666666667,16591564,150,180182.0,27027300,2017Q4,2016Q4
2363,Amor y Control,49530.375,792486,16,348346.0,5573536,2019Q4,2021Q1
2364,Amor y dolor,91733.17931688804,96686771,1054,215051.0,226663754,2016Q4,2016Q4
2365,Amor À Primeira Esquina - Ao Vivo,536833.081632653,26304821,49,170723.0,8365427,2018Q4,2018Q4
2366,"Amor, Amor, Amor (feat. Wisin)",91075.58658008659,42076921,462,198586.0,91746732,2017Q4,2017Q4
2367,AmorOdio,14613.0,43839,3,197462.0,592386,2021Q4,2021Q4
2368,Amorcito Enfermito,6422.307692307692,83490,13,230546.0,2997098,2017Q4,2016Q4
2369,Amore,353431.0,1767155,5,213164.0,1065820,2018Q4,2018Q4
2370,Amore & grammi,65973.0,263892,4,246171.0,984684,2016Q4,2016Q4
2371,Amore Mio,352343.0,1409372,4,219310.0,877240,2020Q4,2020Q4
2372,Amore Senza Fine,55059.0,55059,1,258626.0,258626,2015Q1,2015Q1
2373,Amore Toxic (feat. Random),278967.0,1673802,6,175122.0,1050732,2021Q4,2021Q4
2374,Amore Wi-Fi,199161.7,7966468,40,178750.0,7150000,2016Q4,2016Q4
2375,Amore a prima insta,280256.5,4484104,16,182177.0,2914832,2018Q3,2018Q3
2376,Amore che torni,216676.5,1300059,6,226746.0,1360476,2017Q4,2017Q4
2377,Amore e Capoeira,323489.5681818182,56934164,176,172454.0,30351904,2018Q4,2018Q4
2378,Amore per favore resta,129487.0,388461,3,115102.0,345306,2017Q3,2017Q3
2379,Amore sporco,136641.0,409923,3,198400.0,595200,2017Q3,2017Q3
2380,Amore tossico,732251.8571428572,5125763,7,191706.0,1341942,2020Q4,2020Q3
2381,Amoreco,630903.6071428572,17665301,28,151262.0,4235336,2020Q4,2020Q3
2382,Amores Como el Nuestro,85477.97826086957,11795961,138,286989.85507246375,39604600,2018Q4,2021Q4
2383,Amorfoda,46460.61170212766,34938380,752,155675.0,117067600,2018Q4,2018Q4
2384,Amorfoda - Operación Triunfo 2018,205550.0,616650,3,148699.0,446097,2018Q4,2018Q4
2385,Amoriste,8420.692307692309,109469,13,185710.0,2414230,2020Q4,2020Q3
2386,Amoriste II,20458.852941176472,695601,34,210800.0,7167200,2021Q3,2021Q4
2387,Amors Pilar,278805.0,278805,1,229888.0,229888,2020Q1,2020Q1
2388,Amour X,219409.19587628866,21282692,97,194080.0,18825760,2017Q4,2017Q4
2389,Amour et paix,380988.0,1523952,4,323786.0,1295144,2021Q4,2021Q4
2390,Amour toxic,394143.953125,50450426,128,218480.0,27965440,2020Q4,2021Q1
2391,Amoureux tombé,8304.536842105263,788931,95,195625.0,18584375,2019Q3,2020Q3
2392,Amrikkka,20698.608108108107,1531697,74,205980.0,15242520,2021Q3,2021Q4
2393,Amsterdam,695204.1325301204,57701943,83,173345.92771084336,14387712,2018Q4,2021Q4
2394,Amukelani,29717.0,89151,3,484324.0,1452972,2021Q4,2021Q4
2395,Amuleto,213257.0,853028,4,191750.0,767000,2018Q4,2018Q4
2396,Amusement Park,54531.0,218124,4,256693.0,1026772,2020Q4,2020Q4
2397,Amándote (feat. Jandy Feliz),5589.0,5589,1,203126.0,203126,2015Q1,2015Q1
2398,Amárrame,179200.71289537713,73651493,411,207333.0,85213863,2018Q4,2017Q4
2399,Amén,47043.4693877551,4610260,98,253634.0,24856132,2020Q4,2021Q1
2400,Amérique,632949.0,2531796,4,162320.0,649280,2021Q4,2021Q4
2401,Amígo,87684.625,1402954,16,180840.0,2893440,2016Q3,2016Q4
2402,An,178175.77777777778,11225074,63,214851.85714285713,13535667,2018Q4,2018Q4
2403,An Act Of Kindness,78678.0,708102,9,208267.0,1874403,2016Q3,2016Q3
2404,An Art Gallery Could Never Be As Unique As You,280642.0,841926,3,158677.0,476031,2021Q4,2021Q4
2405,An Evening I Will Not Forget,75610.14035087719,4309778,57,245924.0,14017668,2019Q4,2020Q4
2406,An Ponas,2453.777777777778,22084,9,210301.0,1892709,2015Q4,2016Q1
2407,An Thần,197268.69444444444,7101673,36,174286.0,6274296,2021Q4,2021Q4
2408,An Unsurprised Track,6626.0,26504,4,129672.0,518688,2015Q4,2015Q4
2409,An Wunder,313392.5,2507140,8,200046.0,1600368,2018Q3,2018Q3
2410,An alle Lutschpastillen,633731.0,3168655,5,181520.0,907600,2019Q4,2019Q4
2411,An der Uhr gedreht,321732.5,3217325,10,181894.0,1818940,2021Q4,2021Q4
2412,An ihnen vorbei,259468.73033707865,23092717,89,200540.0,17848060,2017Q3,2016Q4
2413,Ana & Rasi,12886.055555555555,231949,18,207975.0,3743550,2021Q4,2021Q4
2414,Ana Baba,4319.5,34556,8,211613.0,1692904,2019Q3,2019Q3
2415,Ana Gheir,9082.328767123288,663010,73,220974.0,16131102,2019Q3,2020Q1
2416,Ana Lamma Bheb,9657.027777777777,347653,36,203987.0,7343532,2020Q4,2020Q3
2417,Ana Lucia,7358.117021276596,691663,94,204585.0,19230990,2015Q4,2016Q4
2418,Ana Ma Astaghni,9655.90909090909,106215,11,301721.0,3318931,2019Q4,2020Q1
2419,Ana Nejri W Zman Yejri,13761.977272727272,605527,44,192258.0,8459352,2020Q4,2020Q3
2420,Anaconda,101342.03759398496,13478491,133,260826.0,34689858,2015Q1,2015Q1
2421,Anadolu Flex,507808.30263157893,38593431,76,211009.0,16036684,2020Q4,2020Q3
2422,Anagki Na Se Do,8907.235294117647,302846,34,257916.0,8769144,2019Q3,2021Q4
2423,Analog,179194.0,895970,5,172000.0,860000,2021Q4,2021Q4
2424,Ananas,6124.0,55116,9,165302.0,1487718,2017Q3,2017Q3
2425,Anapantites Kliseis,23319.636363636364,513032,22,165000.0,3630000,2019Q4,2019Q4
2426,Anaranjado,181583.1003984064,227886791,1255,212010.0,266072550,2020Q4,2020Q3
2427,Anarchia 2019 (zawsze chciałem to zrobić),212933.0,2129330,10,163866.0,1638660,2019Q4,2019Q4
2428,Anarchie,84319.66666666667,758877,9,348346.0,3135114,2016Q3,2016Q3
2429,Ances romance,6507.0,52056,8,231648.0,1853184,2020Q4,2020Q4
2430,Ancora Sveglio,309696.0,929088,3,147612.0,442836,2019Q4,2019Q4
2431,And the Broken,6204.0,24816,4,357656.0,1430624,2019Q3,2019Q3
2432,Anda Suelta,465969.3333333333,4193724,9,189653.0,1706877,2021Q3,2021Q3
2433,Andai Dia Tahu,63877.15789473684,2427332,38,202026.0,7676988,2017Q3,2017Q4
2434,Andainya Takdir,25294.85714285714,708256,28,272512.0,7630336,2016Q4,2016Q4
2435,Andale,309155.5,1854933,6,187024.5,1122147,2018Q4,2021Q3
2436,Andale (feat. Gradur),267096.4776119403,17895464,67,197586.0,13238262,2016Q4,2016Q4
2437,Andalouse,58720.46875,3758110,64,167373.0,10711872,2015Q1,2016Q1
2438,Andalé,49274.6,492746,10,195605.8,1956058,2021Q4,2018Q3
2439,Andan Diciendo,56035.625,1793140,32,221345.0,7083040,2019Q3,2019Q4
2440,Andan por Ahi,43343.21428571428,606805,14,389168.0,5448352,2017Q4,2017Q4
2441,"Andante, Andante",6832.75,109324,16,240146.0,3842336,2018Q3,2018Q3
2442,Andas En Mi Cabeza,195324.8599093531,474053435,2427,247493.0,600665511,2018Q4,2016Q4
2443,Andas En Mi Cabeza - Remix,39010.87973856209,29843323,765,255840.0,195717600,2016Q4,2016Q4
2444,Andeby,117811.0,353433,3,201560.0,604680,2017Q4,2017Q4
2445,Andere Leven,264926.14285714284,3708966,14,159130.0,2227820,2018Q4,2018Q4
2446,Andere Liga,190476.76131687243,46285853,243,221965.0,53937495,2018Q4,2017Q4
2447,Andere Tijd,221933.66666666666,1997403,9,182730.0,1644570,2017Q3,2017Q3
2448,Andere Welt,309000.30102040817,60564059,196,189686.0,37178456,2020Q4,2020Q3
2449,Anders,175623.81333333332,13171786,75,201220.96,15091572,2021Q3,2016Q4
2450,Anders (feat. Sevn & Josylvio),378788.0,1893940,5,254000.0,1270000,2017Q4,2017Q4
2451,Andha Kanna Paathaakaa,360609.0,2163654,6,194500.0,1167000,2021Q1,2021Q1
2452,Andi und die spanischen Frauen,7207.0,57656,8,245626.0,1965008,2015Q4,2015Q4
2453,Andiamo A Comandare,174155.1791044776,11668397,67,179513.0,12027371,2016Q4,2016Q4
2454,Andiyan,316054.0,1264216,4,248000.0,992000,2019Q3,2019Q3
2455,Ando Buscando,18347.22857142857,642153,35,212554.62857142856,7439412,2018Q4,2018Q4
2456,Ando buscando (feat. Piso 21),52834.74731182796,19654526,372,199280.0,74132160,2017Q4,2016Q4
2457,Andorinhas,41484.0,622260,15,177990.0,2669850,2021Q3,2021Q3
2458,Andre Hazes,195816.0,587448,3,176000.0,528000,2017Q4,2017Q4
2459,Andrew Story,185845.29545454544,16354386,88,192004.0,16896352,2021Q4,2021Q4
2460,Andromeda,145961.75,2335388,16,224252.0,3588032,2019Q3,2016Q4
2461,Andá a Saber,90384.0,361536,4,222000.0,888000,2016Q4,2016Q4
2462,Anděl,35204.86666666667,1056146,30,222188.53333333333,6665656,2017Q4,2021Q4
2463,Anekdote,144819.0,724095,5,183385.0,916925,2017Q4,2017Q4
2464,Anexartita,61690.13636363636,4071549,66,211058.0,13929828,2021Q3,2021Q4
2465,Ang Huling El Bimbo,183817.28008752735,84004497,457,447333.0,204431181,2018Q4,2016Q4
2466,Angaar,328451.0,1313804,4,228622.0,914488,2020Q4,2020Q4
2467,Anganku Anganmu (With Raisa) (with Raisa),96904.88059701493,6492627,67,270687.0,18136029,2017Q4,2017Q4
2468,Angazhimenti,7474.9,448494,60,216000.0,12960000,2020Q4,2021Q1
2469,Angeberprollrap Deluxe,508421.0,2542105,5,301120.0,1505600,2021Q4,2021Q4
2470,Angeberprollrap Infinity - Outro,166690.75,2667052,16,371990.0,5951840,2015Q4,2015Q4
2471,Angeklagt,912473.75,182494750,200,168991.0,33798200,2020Q4,2021Q1
2472,Angel,322473.7696335079,61592490,191,298959.67015706806,57101297,2021Q3,2016Q4
2473,Angel Baby,146755.9511002445,60023184,409,220779.0,90298611,2021Q3,2021Q4
2474,Angel By The Wings,94295.25,1508724,16,319200.0,5107200,2016Q4,2016Q4
2475,Angel Down,32037.5,1025200,32,229146.0,7332672,2016Q4,2016Q4
2476,Angel Down - Work Tape,2419.5,19356,8,139826.0,1118608,2016Q4,2016Q4
2477,Angel Eyes,176786.0,4242864,24,214571.33333333334,5149712,2020Q4,2018Q3
2478,Angel Of Small Death & The Codeine Scene,33695.307692307695,438039,13,219214.0,2849782,2015Q1,2015Q1
2479,Angel Zoo,102890.16891891892,15227745,148,159720.0,23638560,2018Q4,2016Q4
2480,Angel ladrón,8935.0,26805,3,186705.0,560115,2016Q3,2016Q3
2481,Angel of Small Death and the Codeine Scene,7738.379310344828,224413,29,219213.0,6357177,2015Q1,2015Q4
2482,Angela,304547.82835820894,81618818,268,236000.0,63248000,2021Q3,2020Q3
2483,Angela Merkel,107123.275,8569862,80,287052.0,22964160,2018Q4,2018Q4
2484,Angelat,8679.09677419355,269052,31,267128.0,8280968,2019Q4,2020Q3
2485,Angelcamp,415972.0,1247916,3,199893.0,599679,2021Q3,2021Q3
2486,Angelina,23724.802884615383,4934759,208,160856.3798076923,33458127,2016Q4,2016Q4
2487,Angelina (feat. Laurent Twins) - Pilule rouge,61167.5,367005,6,184626.0,1107756,2015Q3,2015Q3
2488,Angelina Jolie,1077803.8333333333,71135053,66,169671.0,11198286,2021Q3,2021Q4
2489,Angels,2270.0,38590,17,171653.0,2918101,2015Q1,2016Q4
2490,Angels (feat. Saba),725476.243902439,29744526,41,206240.0,8455840,2015Q4,2016Q4
2491,Angels In The Sky,209441.5,1675532,8,197377.0,1579016,2020Q4,2020Q4
2492,Angels Like You,340586.3390804598,118524046,348,196453.0,68365644,2020Q4,2021Q1
2493,Angels Sippen,264016.5,4752297,18,131272.0,2362896,2020Q3,2020Q3
2494,Angin Kencang,12705.0,12705,1,237243.0,237243,2016Q1,2016Q1
2495,Angin Pujaan Hujan,57938.0,347628,6,212250.0,1273500,2017Q3,2017Q3
2496,Angola,6507.6875,104123,16,246640.0,3946240,2015Q3,2015Q4
2497,Angry toy$ - Prod. Ray Qwa,69174.375,10514505,152,126545.0,19234840,2020Q4,2020Q3
2498,Angst,1158011.5882352942,39372394,34,201501.0,6851034,2021Q1,2021Q1
2499,Anh Chưa Biết Đâu,90743.75,725950,8,204857.0,1638856,2021Q1,2021Q1
2500,Anh Chưa Từng Biết,6094.5344827586205,353483,58,250146.0,14508468,2018Q4,2018Q4
2501,Anh Chồng Quốc Dân Của Em (feat. Lăng LD & Rhymastic),54185.0,650220,12,186666.0,2239992,2020Q4,2020Q4
2502,Anh Luôn Là Lý Do,98278.0,393112,4,222089.0,888356,2021Q1,2021Q1
2503,Anh Thanh Niên,19728.0,19728,1,231437.0,231437,2020Q1,2020Q1
2504,Anh Thương Em Nhất Mà,16169.304347826086,371894,23,193123.0,4441829,2019Q3,2019Q4
2505,Anh Vẫn OK (feat. RPT MCK),26283.5,210268,8,195789.0,1566312,2020Q4,2020Q4
2506,Anh Đếch Cần Gì Nhiều Ngoài Em,44177.642857142855,10514279,238,217133.0,51677654,2018Q4,2020Q3
2507,Anh Đợi Em Được Không,23478.428571428572,657396,28,276790.0,7750120,2019Q4,2020Q4
2508,Ani Kuni,300368.5,1802211,6,277520.0,1665120,2021Q3,2021Q3
2509,Ani Kuni - Edit,350928.96,26319672,75,169266.0,12694950,2021Q3,2021Q4
2510,Anillo de Cristal,3582.754385964912,204217,57,215666.0,12292962,2016Q4,2016Q4
2511,Anillos de Saturno (feat. Jani Sánchez),6112.044776119403,409507,67,217273.0,14557291,2016Q4,2016Q4
2512,Animal,229931.07692307694,14945520,65,213484.6,13876499,2016Q4,2016Q4
2513,Animal Stories,353274.6666666667,3179472,9,170322.0,1532898,2020Q3,2020Q3
2514,Animales (feat. Nicki Minaj),2035.75,8143,4,169880.0,679520,2015Q1,2015Q1
2515,Animals,80221.78518859246,174402161,2174,231367.01379944803,502991888,2015Q1,2016Q4
2516,Animals - Extended,11601.713043478261,1334197,115,303826.0,34939990,2015Q1,2015Q4
2517,Animals - Original Mix,12576.857142857143,88038,7,304240.0,2129680,2015Q1,2015Q1
2518,Anioł pasterzom mówił,126324.0,631620,5,165640.0,828200,2018Q4,2018Q4
2519,Anioły i Demony,303991.744,37998968,125,210810.0,26351250,2019Q4,2020Q3
2520,Anissa,296822.32727272727,32650456,110,175752.0,19332720,2020Q4,2020Q3
2521,Anita,144519.0,722595,5,248285.0,1241425,2017Q4,2017Q4
2522,Anjos,38053.269230769234,989385,26,189491.0,4926766,2019Q4,2020Q1
2523,Ankara'yla Bozuşuruz,268843.36842105264,35756168,133,164005.0,21812665,2021Q3,2020Q3
2524,"Ankhiyon Se Goli Mare (From ""Pati Patni Aur Woh"")",148088.16666666666,3554116,24,206913.0,4965912,2019Q4,2020Q1
2525,"Ankhiyon Se Goli Mare Returns (From ""Pati Patni Aur Woh"")",151540.0,757700,5,219491.0,1097455,2019Q4,2019Q4
2526,Anlamazdın,284882.1052631579,5412760,19,222346.0,4224574,2021Q4,2021Q4
2527,Anlat Ona,186613.0,373226,2,214227.0,428454,2021Q1,2021Q1
2528,Anlayamazsın,113449.79104477612,7601136,67,242389.0,16240063,2018Q4,2018Q4
2529,Anna,37560.0,37560,1,222406.0,222406,2020Q1,2020Q1
2530,Anna Mä Puhallan,72470.63636363637,3188708,44,207719.0,9139636,2016Q4,2016Q4
2531,Anna Veel,5178.111111111111,186412,36,155428.0,5595408,2019Q3,2019Q4
2532,Anna Verra',24866.0,24866,1,242746.0,242746,2015Q1,2015Q1
2533,Anna arpisten haavojen olla,53139.0,159417,3,169238.0,507714,2016Q3,2016Q3
2534,Anna askeleen viedä,44769.0,358152,8,216920.0,1735360,2015Q4,2015Q4
2535,Anna mennä lennä,71151.14285714286,1992232,28,182219.0,5102132,2019Q3,2019Q4
2536,Anna mun sydän takas,54816.5,438532,8,177274.0,1418192,2021Q4,2021Q4
2537,Anna mä meen (feat. Jonne Aaron),49046.0,196184,4,244506.0,978024,2018Q3,2018Q3
2538,Anna soida (Vain elämää kausi 10),101007.04166666667,2424169,24,150933.0,3622392,2019Q4,2019Q4
2539,Anna tuulla vaan,79769.0,1036997,13,239066.0,3107858,2020Q4,2020Q3
2540,Annan modell,199328.0,996640,5,225118.0,1125590,2018Q4,2018Q4
2541,Annan sulle kaiken,146101.0,1314909,9,187160.0,1684440,2017Q3,2017Q3
2542,Annar í jólum,8452.0,25356,3,272091.0,816273,2021Q4,2021Q4
2543,Annarè (feat. J-AX),352982.0,1058946,3,238853.0,716559,2020Q3,2020Q3
2544,Annað Líf,20204.75,404095,20,189513.0,3790260,2017Q4,2017Q4
2545,Annelies,38080.0,152320,4,226708.0,906832,2019Q4,2019Q4
2546,Annie Lööf,104441.66666666667,1253300,12,241520.0,2898240,2015Q4,2015Q4
2547,Anniversary,266294.2444444444,11983241,45,168982.0,7604190,2021Q4,2021Q4
2548,Ano Novo,33533.27272727273,368866,11,203400.0,2237400,2018Q4,2020Q1
2549,Anoche Me Enamoré,314896.5,1889379,6,139813.0,838878,2020Q3,2020Q3
2550,Anomaliya,12161.924242424242,802687,66,234281.0,15462546,2021Q3,2021Q4
2551,Anoniem,332515.8888888889,11970572,36,209293.0,7534548,2019Q3,2019Q4
2552,Anonym Mood,13537.5,135375,10,194899.0,1948990,2018Q4,2018Q4
2553,Anos Luz,667621.8062015504,86123213,129,264035.0,34060515,2018Q4,2020Q3
2554,Another Brick in the Wall PT2 - Live,342919.875,5486718,16,125966.0,2015456,2018Q4,2018Q4
2555,"Another Brick in the Wall, Pt. 2",22670.222222222223,612096,27,238746.0,6446142,2018Q4,2018Q4
2556,Another Christmas,243906.36470588236,20732041,85,156286.23529411765,13284330,2018Q4,2016Q4
2557,Another Day,985813.6666666666,70978584,72,201806.66666666666,14530080,2019Q3,2020Q4
2558,"Another Day Of Sun - From ""La La Land"" Soundtrack",28798.666666666668,345584,12,228173.0,2738076,2016Q4,2016Q4
2559,Another Day Of Sun - Operación Triunfo 2018,196816.0,787264,4,150649.0,602596,2018Q4,2018Q4
2560,Another Life,121291.73076923077,3153585,26,208689.0,5425914,2017Q3,2017Q4
2561,Another Life (feat. Alida),206781.85,16542548,80,212468.0,16997440,2020Q4,2021Q1
2562,Another Lonely Night,31621.366666666665,1897282,60,225800.0,13548000,2015Q4,2016Q1
2563,Another Love,313305.19012345676,634443010,2025,244360.0,494829000,2015Q1,2016Q4
2564,Another Love (Slowed Remix),15253.190476190477,320317,21,284431.85714285716,5973069,2021Q4,2021Q4
2565,Another Love - Zwette Edit,1571.0,4713,3,394573.0,1183719,2015Q3,2015Q3
2566,Another One Bites The Dust - Remastered 2011,293488.97762478486,852585480,2905,214653.0,623566965,2018Q4,2017Q4
2567,Another Place,92048.0,1656864,18,213510.0,3843180,2019Q4,2019Q4
2568,Another Round,5175.5,82808,16,200000.0,3200000,2019Q3,2019Q4
2569,Another Shot,213374.81818181818,4694246,22,192187.0,4228114,2017Q3,2017Q4
2570,Another Way,180667.0,722668,4,121500.0,486000,2020Q4,2020Q4
2571,Another You,25539.19004524887,5644161,221,192306.0,42499626,2015Q3,2015Q4
2572,Anpanman,18080.875,578588,32,232966.0,7454912,2018Q3,2018Q4
2573,Ansiedad,44860.0,179440,4,211333.0,845332,2015Q4,2015Q4
2574,Answer,237365.4814814815,19226604,81,240202.34567901236,19456390,2018Q4,2021Q4
2575,Answer : Love Myself,36137.76190476191,3035572,84,251279.0,21107436,2018Q3,2018Q4
2576,Answerphone (feat. Yxng Bane),189636.58823529413,12895288,68,190920.0,12982560,2018Q3,2018Q4
2577,Ant Bangos,10229.95,204599,20,265847.0,5316940,2021Q3,2021Q4
2578,Ant Ragelio,6625.5,66255,10,131134.0,1311340,2018Q4,2018Q4
2579,Anta Malek.,13675.196721311475,834187,61,219307.0,13377727,2020Q4,2020Q3
2580,Anta Permana,53835.03636363636,2960927,55,204013.0,11220715,2018Q4,2018Q4
2581,Antagonistas,3156.0,9468,3,187836.0,563508,2017Q4,2017Q4
2582,Antar,667795.0,2671180,4,113212.0,452848,2020Q4,2020Q4
2583,Antarktis,80101.0,320404,4,186490.0,745960,2020Q4,2020Q4
2584,Antaudun,78157.92142857143,10942109,140,196923.0,27569220,2018Q4,2017Q4
2585,Antaudun - Vain elämää kausi 11,73991.6,1479832,20,214170.0,4283400,2020Q4,2020Q4
2586,Anteeksi,27847.0,27847,1,174500.0,174500,2016Q1,2016Q1
2587,Antes,967110.8630136986,70599093,73,189636.65753424657,13843476,2020Q4,2020Q3
2588,Antes De Los Veinte,12275.5,98204,8,213801.0,1710408,2018Q3,2018Q4
2589,Antes Dela Dizer Que Sim,43131.34965034965,6167783,143,185196.0,26483028,2019Q3,2020Q3
2590,Antes Que No,180101.33333333334,23773376,132,226270.0,29867640,2016Q4,2016Q4
2591,Antes de Ir,996227.6279069767,42837788,43,189126.0,8132418,2021Q3,2021Q4
2592,Antes de Morirme (feat. ROSALÍA),282757.5090909091,15551663,55,199994.0,10999670,2021Q3,2021Q1
2593,Antes de Morirme (feat. Rosalía),272058.37065637065,70463118,259,199994.0,51798446,2018Q4,2016Q4
2594,Antes de Ti,500331.10476190475,105069532,210,207187.0,43509270,2021Q4,2021Q4
2595,Anthem,51360.54285714286,7190476,140,214485.05714285714,30027908,2019Q3,2021Q4
2596,Anthrazit,145997.11764705883,4963902,34,132941.0,4519994,2017Q4,2017Q3
2597,Anthrocene,12029.0,36087,3,274426.0,823278,2016Q3,2016Q3
2598,Anti-Amor - Ao Vivo,868908.4805194805,66905953,77,165360.0,12732720,2018Q4,2018Q4
2599,Anti-Romantic,100256.73949579832,11930552,119,215188.0,25607372,2021Q3,2021Q4
2600,Antibiisi,90486.0,361944,4,215408.0,861632,2019Q3,2019Q3
2601,Antibiotique,377679.0,1133037,3,197840.0,593520,2021Q4,2021Q4
2602,Antidepresan Gülümsemesi - Pazarlık,272655.9032258064,8452333,31,255487.0,7920097,2021Q4,2021Q4
2603,Antidote,779599.2677902621,416306009,534,262693.0,140278062,2015Q4,2016Q4
2604,Antifreeze,20279.666666666668,1216780,60,245840.0,14750400,2021Q3,2021Q4
2605,Antilopa,15585.666666666666,233785,15,190720.0,2860800,2017Q4,2017Q4
2606,Antimaterie,100728.0,402912,4,221080.0,884320,2015Q4,2015Q4
2607,Antimilitie,15332.363636363636,1011936,66,208883.0,13786278,2019Q3,2020Q1
2608,Antisocial (feat. Delik),4625.5,27753,6,202944.0,1217664,2017Q3,2017Q3
2609,Antisocial (with Travis Scott),162205.8329809725,76723359,473,161746.0,76505858,2019Q3,2019Q4
2610,Antonio Banderas,436178.0,1308534,3,133043.0,399129,2021Q4,2021Q4
2611,Antídoto - Ao Vivo,312488.0,937464,3,182587.0,547761,2017Q3,2017Q3
2612,Antón,102443.0,307329,3,113152.0,339456,2021Q4,2021Q4
2613,Antônimos - Ao Vivo,280606.85074626864,18800659,67,169042.0,11325814,2016Q4,2016Q4
2614,Anubis,3502.0,14008,4,301875.0,1207500,2019Q4,2019Q4
